date,open,high,low,close,volume
2024-04-29,151.08,152.44,149.35,150.38,1008232
2024-04-30,150.38,151.07,150.23,150.98,818305
2024-05-01,150.98,152.15,150.67,152.09,944041
2024-05-02,152.09,153.53,150.72,150.89,885051
2024-05-03,150.89,152.08,148.26,149.38,1169353
2024-05-06,149.38,150.3,148.64,149.05,1108010
2024-05-07,149.05,150.07,143.7,144.99,817588
2024-05-08,144.99,146.28,143.38,146.23,1168006
2024-05-09,146.23,150.41,145.78,149.34,1007909
2024-05-10,149.34,151.86,147.97,151.12,1207749
2024-05-13,151.12,156.1,149.87,154.11,828626
2024-05-14,154.11,156.04,152.21,155.32,1011143
2024-05-15,155.32,156.02,155.05,155.39,1141603
2024-05-16,155.39,156.75,153.57,154.59,1045693
2024-05-17,154.59,158.01,154.17,157.53,862604
2024-05-20,157.53,159.6,157.51,158.71,1285460
2024-05-21,158.71,160.03,155.42,155.52,1228373
2024-05-22,155.52,157.78,154.87,157.19,1177868
2024-05-23,157.19,157.91,153.01,154.91,1054094
2024-05-24,154.91,155.42,154.57,155.26,1222727
2024-05-27,155.26,156.04,151.07,152.57,1296071
2024-05-28,152.57,152.62,151.41,151.55,1197373
2024-05-29,151.55,151.88,149.82,150.64,1252158
2024-05-30,150.64,151.81,147.61,148.0,855187
2024-05-31,148.0,150.99,147.24,150.51,1244156
2024-06-03,150.51,151.05,148.82,150.67,1290067
2024-06-04,150.67,151.83,150.54,151.31,1192494
2024-06-05,151.31,153.09,151.17,151.95,811129
2024-06-06,151.95,152.59,151.8,152.35,1119089
2024-06-07,152.35,153.83,150.76,152.04,1233353
2024-06-10,152.04,152.53,150.67,151.81,883737
2024-06-11,151.81,154.64,148.32,148.99,877819
2024-06-12,148.99,151.47,148.99,151.15,925185
2024-06-13,151.15,151.95,147.93,148.29,1121065
2024-06-14,148.29,149.01,147.53,147.88,1279446
2024-06-17,147.88,147.89,147.43,147.48,887286
2024-06-18,147.48,148.7,146.78,148.67,1134718
2024-06-19,148.67,149.23,144.98,145.01,1120584
2024-06-20,145.01,145.22,144.8,144.89,1038617
2024-06-21,144.89,150.44,143.42,148.05,1116028
2024-06-24,148.05,149.42,145.57,146.64,813364
2024-06-25,146.64,147.7,144.06,144.95,948570
2024-06-26,144.95,148.24,143.89,148.03,1060472
2024-06-27,148.03,152.48,147.24,150.72,1067678
2024-06-28,150.72,151.72,149.08,150.29,1106651
2024-07-01,150.29,150.39,147.5,147.9,1027815
2024-07-02,147.9,148.69,147.56,148.56,924021
2024-07-03,148.56,150.03,145.75,147.57,998819
2024-07-04,147.57,147.89,146.93,147.56,814519
2024-07-05,147.56,147.6,144.36,145.38,1095718
2024-07-08,145.38,147.26,144.2,146.63,879159
2024-07-09,146.63,147.4,145.28,145.49,1042559
2024-07-10,145.49,146.5,141.2,141.94,803631
2024-07-11,141.94,143.01,141.71,142.77,1153788
2024-07-12,142.77,143.92,140.95,140.96,805083
2024-07-15,140.96,142.78,140.01,142.42,1235864
2024-07-16,142.42,144.47,142.18,143.25,845699
2024-07-17,143.25,144.44,142.1,143.78,802570
2024-07-18,143.78,145.41,143.49,144.14,874257
2024-07-19,144.14,146.26,144.13,146.24,1082556
2024-07-22,146.24,147.15,142.46,143.23,1151767
2024-07-23,143.23,143.31,142.23,142.86,1264103
2024-07-24,142.86,143.14,142.1,142.1,1254347
2024-07-25,142.1,143.5,139.85,139.96,1197109
2024-07-26,139.96,141.44,137.39,138.42,1095526
2024-07-29,138.42,140.17,138.23,140.05,936497
2024-07-30,140.05,141.36,138.18,138.5,1282899
2024-07-31,138.5,138.65,137.29,137.78,1170791
2024-08-01,137.78,138.4,136.91,138.11,1229837
2024-08-02,138.11,138.32,136.54,137.69,880362
2024-08-05,137.69,139.36,135.97,136.43,935382
2024-08-06,136.43,136.48,134.84,134.89,1136974
2024-08-07,134.89,135.22,132.77,132.97,986320
2024-08-08,132.97,134.47,131.89,132.4,1137873
2024-08-09,132.4,133.8,130.31,130.98,883617
2024-08-12,130.98,131.86,130.46,131.64,1107377
2024-08-13,131.64,133.84,131.4,133.79,999271
2024-08-14,133.79,134.31,133.1,134.25,1105090
2024-08-15,134.25,135.48,131.68,133.19,1201900
2024-08-16,133.19,134.01,131.57,132.07,1114135
2024-08-19,132.07,132.33,131.12,131.29,1033189
2024-08-20,131.29,131.33,128.15,129.17,1029006
2024-08-21,129.17,129.72,128.5,128.83,1239463
2024-08-22,128.83,129.74,125.38,126.8,1245193
2024-08-23,126.8,128.5,124.83,125.07,1145573
2024-08-26,125.07,125.09,123.67,124.45,952634
2024-08-27,124.45,125.25,122.67,123.62,1185145
2024-08-28,123.62,124.05,122.89,123.21,1103329
2024-08-29,123.21,123.91,122.62,123.45,873040
2024-08-30,123.45,124.29,123.09,124.12,1139388
2024-09-02,124.12,125.83,123.83,125.6,950945
2024-09-03,125.6,129.8,125.56,128.33,1194376
2024-09-04,128.33,130.57,128.23,130.51,815514
2024-09-05,130.51,132.58,130.0,132.06,923544
2024-09-06,132.06,135.66,131.93,135.24,1250793
2024-09-09,135.24,135.89,135.07,135.25,842090
2024-09-10,135.25,136.2,134.92,136.08,950678
2024-09-11,136.08,138.08,134.26,137.92,814055
2024-09-12,137.92,138.33,137.49,137.61,979288
2024-09-13,137.61,141.11,137.18,140.28,875067
2024-09-16,140.28,140.73,138.88,139.49,1098098
2024-09-17,139.49,141.7,138.75,141.4,1074874
2024-09-18,141.4,141.51,139.88,141.22,1175830
2024-09-19,141.22,141.86,138.82,139.68,1218303
2024-09-20,139.68,141.12,139.68,140.53,1228444
2024-09-23,140.53,141.58,139.0,140.36,1288862
2024-09-24,140.36,141.31,140.34,141.11,1100178
2024-09-25,141.11,141.56,140.52,141.17,1188308
2024-09-26,141.17,142.55,139.33,140.3,831020
2024-09-27,140.3,142.9,139.65,142.56,1265642
2024-09-30,142.56,142.81,142.28,142.7,1196692
2024-10-01,142.7,143.1,140.68,140.84,1114175
2024-10-02,140.84,141.37,138.12,139.68,1263442
2024-10-03,139.68,140.68,138.88,140.45,864469
2024-10-04,140.45,141.19,139.4,141.03,1177135
2024-10-07,141.03,142.43,135.14,135.16,1110717
2024-10-08,135.16,136.5,129.18,130.67,1094228
2024-10-09,130.67,130.99,129.8,129.86,865386
2024-10-10,129.86,129.99,129.01,129.75,1155559
2024-10-11,129.75,130.22,127.44,128.4,1222696
2024-10-14,128.4,129.49,128.34,128.94,997558
2024-10-15,128.94,129.46,126.51,126.8,1258182
2024-10-16,126.8,128.0,125.7,127.4,1122426
2024-10-17,127.4,128.51,126.19,128.38,1287603
2024-10-18,128.38,128.46,127.3,127.57,1210500
2024-10-21,127.57,128.16,127.12,127.98,942707
2024-10-22,127.98,128.89,127.3,128.46,1007993
2024-10-23,128.46,129.07,127.52,128.27,1048447
2024-10-24,128.27,128.74,126.49,127.22,1216590
2024-10-25,127.22,127.66,126.76,127.19,916308
2024-10-28,127.19,127.55,125.34,127.38,1130798
2024-10-29,127.38,127.79,124.33,125.31,1123823
2024-10-30,125.31,126.0,124.68,125.79,1297475
2024-10-31,125.79,126.83,125.47,125.91,892816
2024-11-01,125.91,126.09,123.95,124.58,1063027
2024-11-04,124.58,126.55,123.65,125.77,947198
2024-11-05,125.77,125.83,124.81,125.44,1171079
2024-11-06,125.44,126.71,125.18,125.63,1268405
2024-11-07,125.63,127.36,124.27,124.81,1018195
2024-11-08,124.81,126.02,124.31,125.43,1191029
2024-11-11,125.43,126.59,125.24,125.98,802997
2024-11-12,125.98,126.03,125.51,125.87,1154143
2024-11-13,125.87,127.02,124.57,126.62,1218298
2024-11-14,126.62,126.7,123.48,124.37,1020510
2024-11-15,124.37,124.57,123.45,123.69,1092236
2024-11-18,123.69,125.93,122.83,125.24,1016193
2024-11-19,125.24,125.8,122.45,122.79,1042042
2024-11-20,122.79,124.14,121.15,121.38,1244631
2024-11-21,121.38,124.84,121.35,123.93,1266092
2024-11-22,123.93,124.14,122.51,122.96,888441
2024-11-25,122.96,122.97,120.93,121.6,1264183
2024-11-26,121.6,121.98,120.0,120.47,911037
2024-11-27,120.47,122.99,119.87,122.59,1158486
2024-11-28,122.59,127.02,122.37,126.97,1074100
2024-11-29,126.97,127.62,123.83,123.9,1276487
2024-12-02,123.9,124.01,122.81,123.79,1250185
2024-12-03,123.79,126.98,123.79,126.36,1040927
2024-12-04,126.36,127.12,125.99,126.6,876392
2024-12-05,126.6,127.52,125.38,126.22,807508
2024-12-06,126.22,126.25,125.33,125.42,1298465
2024-12-09,125.42,128.81,125.04,128.39,894693
2024-12-10,128.39,129.04,127.35,128.23,999453
2024-12-11,128.23,129.98,127.05,129.05,1286643
2024-12-12,129.05,129.44,128.81,129.27,1100096
2024-12-13,129.27,129.37,127.83,128.58,1193945
2024-12-16,128.58,129.58,125.18,125.36,1052653
2024-12-17,125.36,127.03,124.18,126.97,1271987
2024-12-18,126.97,127.81,126.09,126.58,1290023
2024-12-19,126.58,127.46,126.24,127.18,809398
2024-12-20,127.18,127.95,123.76,123.99,1233639
2024-12-23,123.99,126.71,123.08,126.18,1118315
2024-12-24,126.18,128.58,126.16,127.89,925810
2024-12-25,127.89,128.3,127.81,128.01,907152
2024-12-26,128.01,128.33,126.26,127.07,1052570
2024-12-27,127.07,127.58,123.87,124.95,1137185
2024-12-30,124.95,125.95,124.35,125.87,1287226
2024-12-31,125.87,126.81,125.45,126.03,1098074
